"","year_harvest","yield_anomaly","NUMD","IRR","ETP_1","ETP_2","ETP_3","ETP_4","ETP_5","ETP_6","ETP_7","ETP_8","ETP_9","PR_1","PR_2","PR_3","PR_4","PR_5","PR_6","PR_7","PR_8","PR_9","RV_1","RV_2","RV_3","RV_4","RV_5","RV_6","RV_7","RV_8","RV_9","SeqPR_1","SeqPR_2","SeqPR_3","SeqPR_4","SeqPR_5","SeqPR_6","SeqPR_7","SeqPR_8","SeqPR_9","Tn_1","Tn_2","Tn_3","Tn_4","Tn_5","Tn_6","Tn_7","Tn_8","Tn_9","Tx_1","Tx_2","Tx_3","Tx_4","Tx_5","Tx_6","Tx_7","Tx_8","Tx_9"
"17",17,-0.977214618479047,1,3,0.573731,0.733059,0.681488,1.89047,2.08391,2.90316,3.99793,2.66987,1.46482,4.50211,0.678984,3.97567,2.65499,3.35959,3.30315,1.58553,4.20247,6.18491,42.0758,109.496,85.7085,159.122,166.263,214.107,262.941,187.462,122.893,0.514025,0.180124,0.601332,0.326087,0.522791,0.582971,0.342917,0.579593,0.414493,2.5064,-0.512397,1.08942,3.80914,8.17141,11.0253,14.1603,14.5051,12.5234,6.97144,7.57337,7.26135,12.8498,15.9616,18.9843,23.6464,23.9202,19.4044
"2695",34,1.15022215148849,50,3,0.33466,0.660875,0.925658,1.87063,2.90262,2.39812,3.55513,3.53807,1.79199,0.94843,2.0871,3.61661,3.2083,3.02587,5.45707,3.74388,3.30419,3.56625,66.7089,105.823,111.648,171.961,222.528,191.001,249.625,242.616,165.472,0.182708,0.336631,0.460603,0.345628,0.414331,0.698361,0.420677,0.402697,0.23306,-3.41459,-2.00109,1.06711,3.11006,8.56131,10.0712,13.272,13.5635,9.02158,1.93947,5.47211,8.57674,11.771,17.8842,17.0961,22.4833,25.2307,18.3665
"4721",48,-0.0959188426962729,87,4,0.544952,0.785178,1.40355,2.58834,2.89705,4.29706,4.71541,3.03333,2.42443,1.1939,2.38017,2.59084,0.765947,2.09383,0.846737,2.21299,2.87298,1.8701,44.62,57.3248,98.4315,177.226,172.429,250.303,247.661,168.317,143.136,0.298387,0.517857,0.612903,0.3,0.596774,0.25,0.370968,0.677419,0.4,1.16468,1.67225,3.1702,7.20925,11.5682,14.9397,18.8635,14.8177,15.4822,5.49381,6.08304,9.58107,15.2864,19.1029,24.3373,30.1032,21.5806,24.1522
"2648",44,1.94872414383856,49,3,0.571807,0.93272,1.50031,2.45169,2.98576,3.91347,3.98384,2.80561,2.54053,1.01603,3.0728,1.8047,0.752906,2.96194,1.51856,1.4243,2.90662,0.984107,49.5799,69.0956,117.73,172.254,196.596,237.872,236.133,167.968,165.871,0.341455,0.507599,0.433082,0.231206,0.570007,0.316667,0.2965,0.514756,0.173404,3.73614,5.08735,4.578,5.92827,9.08123,13.5152,13.8457,14.2927,10.1703,8.56589,10.6549,12.9076,15.5855,17.4265,22.462,23.2967,22.5905,21.0111
"3298",56,0.0533897835069492,61,1,0.604451,0.935979,1.57832,2.01623,2.71655,3.60761,3.68677,2.53338,2.4395,5.40685,5.46491,1.72886,2.77469,2.89914,1.10822,2.13855,4.20413,0.367094,32.1586,58.8875,117.923,142.662,177.299,221.97,213.799,154.524,143.886,0.960611,0.798496,0.455348,0.454737,0.624109,0.238246,0.360611,0.60781,0.369123,5.40163,5.63523,5.31932,7.42844,10.0164,12.5591,15.0396,13.4039,12.7795,9.26609,9.46251,11.536,13.9054,15.6713,19.633,21.4742,18.9107,20.7841
"1054",1,0.444713141136682,20,2,0.828955,1.02157,1.12315,1.97691,2.62048,3.68792,4.8911,3.34355,1.93981,1.68934,1.07788,3.50639,2.78745,4.96804,1.23068,0.036602,2.93805,3.21922,82.0938,126.86,116.579,169.497,215.958,261.026,323.151,236.795,167.225,0.374389,0.339827,0.51564,0.371717,0.498045,0.299495,0.0259042,0.253177,0.364141,3.20069,4.58173,6.56632,7.55414,10.6147,14.3161,17.2172,17.2886,15.4285,8.67703,10.9062,12.6134,13.2848,15.723,19.8502,23.0548,23.2181,21.4813
"818",39,2.31114265366996,15,1,0.41456,0.814935,1.94505,2.86293,2.76115,2.45405,3.14998,2.94158,2.40415,1.78239,3.39529,0.11775,1.0335,4.82427,6.19557,2.30722,4.27155,2.13585,68.5048,103.884,193.898,237.617,203.906,180.311,224.731,198.058,188.932,0.417937,0.36303,0.133641,0.142125,0.49167,0.742857,0.432116,0.465083,0.209524,-0.805697,0.739243,1.6474,2.00469,7.91844,9.54391,11.6676,13.9213,8.3463,5.339,8.87676,13.2861,13.5521,16.7548,16.9195,20.0674,24.0992,21.3032
"719",54,-0.0426812417004534,13,5,1.2139,1.86423,2.60095,2.77046,4.03547,5.29691,5.95966,4.70593,2.9689,0.518441,0.0880591,0.347767,2.50746,2.30723,0.504741,0.497648,0.726376,1.60528,79.6506,131.283,172.364,178.218,237.873,274.766,292.443,242.438,165.074,0.124312,0.0323802,0.189221,0.444715,0.228954,0.145122,0.110149,0.11605,0.273577,3.31072,-1.74016,6.07567,8.76695,12.8344,17.5518,18.2768,19.5186,14.5665,11.195,7.58818,17.468,16.6997,21.6865,26.974,28.4685,30.0608,24.5873
"3783",41,1.13673959411791,70,2,0.541881,0.792148,1.35365,2.23666,3.4306,3.64925,4.20888,2.76754,2.18895,2.34235,1.74601,1.56866,2.30893,1.38105,2.36529,1.26117,2.67986,4.10716,42.2869,72.3834,112.595,161.397,219.154,223.007,234.448,166.351,129.991,0.629032,0.643997,0.483185,0.514894,0.384008,0.555319,0.262526,0.473233,0.62695,3.56725,1.529,3.6765,6.27505,10.4271,11.2328,14.7173,13.6036,13.1588,7.75467,6.46016,11.4204,13.6727,19.2259,19.3215,24.386,23.4331,21.2163
"3900",54,-0.0932748633743152,72,2,0.560477,0.661511,1.6057,1.71829,2.94189,2.86099,3.07464,2.97303,2.14052,2.11009,0.783523,2.29636,3.21811,1.55949,3.00365,3.88665,1.23906,1.87371,34.7575,66.6591,121.856,132.504,191.563,177.103,182.581,176.676,138.972,0.511166,0.304377,0.253722,0.726282,0.430831,0.615385,0.69727,0.438275,0.453846,3.51917,-1.53047,4.44297,4.85868,9.48005,11.1658,13.2202,14.205,10.2044,7.79737,3.47053,12.098,10.69,16.1913,17.756,19.6667,22.5355,18.3874
"3092",32,-1.16236525042888,57,2,0.380824,0.823113,1.94143,2.01652,3.24429,3.2125,4.7319,4.02118,2.4137,1.06098,4.338,0.451755,2.35519,3.05758,2.34123,0.845906,1.81425,1.20188,60.2153,77.8699,166.348,160.605,224.934,215.225,275.258,238.736,172.244,0.24704,0.620253,0.169457,0.661603,0.513679,0.540928,0.112291,0.282156,0.206329,1.28174,6.22489,3.78582,5.35644,11.6878,12.5251,15.9345,15.0919,11.4475,9.03468,13.4861,15.6821,13.9195,22.3786,21.4543,28.1817,28.401,23.7851
"2687",26,-0.730448667044478,50,3,0.247154,0.458463,0.974727,2.38093,1.52146,3.39026,4.58311,2.78213,1.54117,5.65228,3.94546,2.68888,1.41057,3.90062,3.09227,0.289105,2.55432,6.53856,40.4763,80.1779,126.468,208.52,142.445,244.343,284.967,205.291,135.629,0.653622,0.483889,0.42623,0.181694,0.674775,0.373224,0.0883131,0.360656,0.639618,-2.05598,-3.24423,-2.034,1.86224,4.49648,9.50902,12.2478,11.4599,8.1509,2.61813,1.85596,5.14023,11.0971,11.2026,18.513,23.1771,20.847,15.9344
"851",26,-0.586197990666974,16,3,0.373581,0.697746,1.32624,3.09201,1.9849,3.58187,4.70498,3.05963,1.83998,5.55061,2.07902,1.64436,0.360485,3.47931,1.38188,0.706695,1.7453,3.02819,37.6979,81.7434,127.842,230.931,152.671,239.364,278.335,209.977,137.316,0.751753,0.323088,0.380084,0.0804348,0.696003,0.382971,0.0736325,0.34432,0.559783,2.99327,1.63808,2.6046,6.51571,7.84763,13.4788,15.3235,14.3395,10.7901,7.38739,7.33873,10.532,17.2034,14.0098,21.4884,25.5919,23.7896,18.8679
"1515",34,-1.4538107505729,28,3,0.464917,0.729448,1.30883,2.46014,4.22908,3.61637,3.77124,3.1487,1.89023,0.299869,0.834303,1.50986,1.02605,1.70061,1.79011,1.12708,1.83128,1.22399,48.8399,76.4685,98.6944,172.433,257.707,214.371,218.202,177.633,125.241,0.107527,0.336782,0.591398,0.437778,0.305376,0.506667,0.331183,0.460215,0.345556,0.396205,0.60621,4.123,4.85456,10.7468,12.8769,14.8901,15.0086,9.9468,4.82984,7.96343,11.1726,13.6059,20.7961,20.7974,24.8407,24.601,19.186
"3011",8,1.64054888919214,56,5,0.402344,0.716699,1.39051,1.94311,3.06027,3.6927,2.72929,2.57402,2.24872,2.68934,3.37413,0.642748,2.55922,1.28283,1.93945,2.5596,2.64734,0.397924,45.4135,53.2096,124.601,138.762,208.282,229.436,173.214,158.816,162.124,0.536686,0.615546,0.246047,0.529085,0.355155,0.381373,0.428842,0.362745,0.20098,-0.540026,5.90031,1.88737,7.22543,8.70917,13.2414,13.052,12.3328,11.1912,4.14983,11.0092,9.51934,15.0585,17.0783,22.0834,20.3721,21.285,21.0909
"2182",37,0.685275086590283,40,1,0.372466,0.556566,1.13732,1.81229,2.47897,3.07321,3.77264,2.80144,1.17977,5.70645,4.90707,4.31543,2.0457,4.54607,1.99913,2.82183,2.65952,4.5406,37.2187,58.3575,114.607,158.197,192.207,217.949,239.081,183.858,101.909,0.684107,0.753484,0.56727,0.402033,0.418961,0.388618,0.381196,0.488198,0.628862,-1.08249,3.08336,0.359743,4.92933,8.31242,10.7139,16.0194,13.9385,8.78753,4.35982,8.5331,8.36815,12.8776,17.9905,19.054,25.7654,23.9576,15.8957
"2318",2,1.12377312884133,43,4,0.348654,0.571931,0.963372,2.05259,2.88046,3.20543,3.30543,2.99935,1.6177,4.43721,4.67391,3.59131,1.05603,1.52777,3.60476,2.53848,3.38491,7.72793,62.1438,89.0784,124.183,203.988,235.209,236.057,237.858,223.338,155.104,0.399504,0.392573,0.552641,0.265201,0.19603,0.56337,0.380716,0.316909,0.490476,-5.15418,-4.03865,-1.94129,-0.572433,4.50112,7.99162,7.95177,7.81435,4.64759,-0.857997,1.12876,2.83654,6.15614,12.4322,15.0549,14.8622,15.4263,11.6125
"3124",7,0.731329194112421,58,5,0.384255,0.704805,1.55726,2.00304,2.69197,3.62416,3.80197,3.01179,1.5422,2.76939,0.505803,3.02455,1.93074,2.4809,1.33246,2.09249,1.57844,5.50493,49.2169,94.3958,132.696,148.888,188.648,237.585,242.494,201.121,119.874,0.531675,0.118761,0.506801,0.691165,0.39759,0.318474,0.501749,0.210649,0.634137,1.80413,-0.291238,4.70488,7.08931,9.77919,13.2727,14.3332,13.348,11.0416,7.14034,5.94173,12.666,13.302,18.655,22.4754,23.7198,23.9842,18.9191
"570",17,-0.120090334376237,11,2,0.418183,0.793339,0.862833,2.06537,1.91699,3.22703,4.30955,2.96701,1.46163,4.32372,1.1211,3.52606,1.69799,3.4647,2.9799,1.62199,3.18354,3.89719,53.2312,98.7779,97.0372,166.103,147.629,229.094,278.726,201.688,131.377,0.495818,0.207143,0.663321,0.404444,0.41601,0.367407,0.147192,0.380406,0.427901,3.07355,2.73263,0.966875,4.61111,7.73739,11.5988,14.739,14.9645,11.7354,7.45167,8.4074,6.0381,11.6966,14.5136,18.3601,23.597,23.1863,18.5868
"2303",44,1.1400257542832,42,1,0.505868,0.678117,1.55481,2.03988,2.45018,3.75166,3.61996,2.41157,2.13114,1.14542,3.88755,1.6633,1.39182,4.96188,2.48623,2.18685,4.06834,1.36311,62.5472,72.9352,139.579,172.524,185.289,248.239,240.96,174.557,173.808,0.385243,0.584565,0.371153,0.314559,0.618836,0.406897,0.324064,0.653689,0.348659,2.78738,4.13716,4.91311,5.5147,8.31907,13.6551,13.2453,13.6354,9.64809,9.25164,9.29484,12.8988,14.818,16.7831,22.2198,21.8888,21.3561,19.5371
"4497",34,0.659088232981835,83,3,0.452874,0.803194,1.39647,2.29308,4.11722,3.66151,3.78849,2.76814,1.8499,0.388868,1.17601,2.48578,1.45174,2.25852,3.72508,1.92883,3.60929,2.49589,43.9573,67.9448,98.0342,162.353,247.767,214.155,212.28,157.152,111.022,0.226445,0.411745,0.612264,0.453135,0.393485,0.507921,0.492814,0.73938,0.521122,0.362243,1.65838,4.5338,4.84904,9.88934,11.77,13.6378,13.7274,10.2794,4.82119,7.6452,10.2345,12.4125,18.9126,19.2298,21.9516,21.4024,17.4173
"4181",50,1.14407101395987,77,1,0.478118,0.893153,1.19234,1.83368,2.7794,3.28153,3.65974,2.87013,1.91529,2.52105,0.9793,3.34303,3.73997,2.76823,2.35943,3.56602,2.69248,2.87928,63.5888,109.546,112.552,159.676,205.943,220.714,238.433,197.579,158.152,0.525617,0.331643,0.717979,0.71348,0.419592,0.505882,0.438093,0.606262,0.346569,1.36542,0.193659,2.23705,5.1212,11.2471,13.7234,14.1775,13.4616,8.46978,7.3578,9.93489,9.17828,13.1725,20.6025,21.361,23.8624,22.7087,18.6355
"2049",17,0.609120364611434,38,1,0.33779,0.590984,0.652825,1.81818,1.58604,2.83773,3.89996,2.38786,1.37213,2.2656,1.70545,2.29968,0.680862,3.81393,2.40117,1.6064,3.36243,5.23001,42.5726,92.0799,74.1476,158.83,134.608,214.488,265.006,170.082,113.086,0.404273,0.205937,0.678257,0.38961,0.6615,0.583117,0.265186,0.671973,0.507359,0.366591,-1.21892,-0.775237,1.58822,5.2354,8.6104,11.1788,11.6224,9.51133,6.23775,6.26535,4.55506,10.6256,13.1858,17.2687,22.3103,21.6175,17.3084
"2639",35,0.443630949606311,49,3,0.634052,0.884612,1.76681,2.08829,2.76556,3.97686,3.85295,3.75636,1.9309,1.58659,0.332884,0.0713575,2.86549,2.15433,2.13317,1.10615,0.972151,3.29939,46.3608,79.2253,144.076,145.252,179.485,229.88,228.638,217.861,119.701,0.374743,0.0790274,0.0082361,0.589362,0.490391,0.402837,0.238161,0.13418,0.557092,4.44446,-0.0447525,2.52174,6.60711,9.97447,13.5559,13.1666,12.7806,10.4412,8.9699,5.53481,12.3157,14.6135,17.8543,21.7043,22.2762,23.9831,18.4889
"2155",10,-0.125619099208701,40,1,0.193572,0.412117,1.0991,1.87343,1.70769,2.68173,2.91136,1.73008,1.02802,4.41973,3.11179,1.61584,2.84116,2.62213,1.90587,2.31185,6.04556,6.25593,30.1342,54.533,111.279,161.335,145.283,196.274,205.278,138.721,103.486,0.683714,0.554247,0.350511,0.401626,0.584579,0.494309,0.470102,0.669552,0.661789,-2.45881,0.498665,1.08406,4.45467,7.46316,11.4636,12.7728,12.2643,9.80093,2.81036,6.23812,10.1693,15.3291,15.3962,19.5763,22.3483,20.1549,17.8097
"880",55,-0.152326265232155,16,3,0.350836,0.84057,1.59056,2.52002,2.4516,3.31225,4.97235,4.1202,2.20101,3.32225,2.73752,1.8149,2.12702,3.48444,3.18661,1.53078,1.13923,2.92135,36.6683,89.0345,135.027,184.579,180.187,212.861,273.959,239.764,136.633,0.593619,0.465062,0.363955,0.250362,0.665147,0.471014,0.176367,0.257013,0.490942,2.56364,0.688246,3.29829,6.16018,8.09023,12.3666,17.2774,13.9771,12.6311,6.58167,7.60054,11.9542,15.2602,15.2858,20.4331,28.0781,24.9789,21.4079
"952",13,0.691661207138064,18,2,0.469712,0.619007,1.10124,2.59141,2.28141,2.88087,4.21593,2.74605,2.42841,2.16223,0.799748,1.24311,1.09866,4.21509,2.5583,1.49759,3.29155,0.976438,42.1464,73.4492,117.372,188.991,166.857,201.737,265.336,186.385,181.823,0.549499,0.269397,0.373192,0.153736,0.551724,0.598276,0.178254,0.375417,0.179023,-0.240803,0.32972,-0.721049,5.80429,10.0773,11.3571,14.5,13.2958,9.56441,5.52836,6.25376,6.76687,16.6791,18.8855,18.8865,25.75,22.5921,20.7132
"3054",51,-0.45414353011723,56,5,0.475602,0.6656,1.72188,2.36663,3.34025,3.98218,3.83953,3.58617,2.48894,1.45168,1.23327,0.994818,2.08113,2.69479,2.30203,2.11551,0.586026,0.813892,59.6784,73.4361,146.453,173.02,213.375,246.351,230.75,213.494,158.138,0.331436,0.403711,0.293801,0.364379,0.495572,0.346405,0.41303,0.0749526,0.240196,-2.28361,-0.639916,1.00619,6.72115,10.2038,12.4644,14.3471,14.4218,10.0924,3.81154,6.83146,11.485,16.629,19.2681,21.6022,24.1519,26.4759,21.841
"813",34,0.0147757251001934,15,1,0.409627,0.769123,1.038,1.90805,3.21831,2.30823,3.42926,3.16733,1.89801,1.06636,1.30485,2.6644,2.90329,2.89194,6.75919,3.38501,3.16838,4.78788,74.6716,104.722,115.767,174.523,233.962,182.757,231.434,215.18,157.424,0.166608,0.312618,0.530663,0.409158,0.411556,0.735165,0.495214,0.27508,0.354579,-3.44101,-1.53061,1.1434,2.42034,8.08408,9.32148,12.4539,12.0355,7.86333,3.79476,6.46648,8.07522,11.3234,16.8906,15.4739,20.8551,22.9112,17.2154
"4901",1,-0.678945580266064,91,3,0.622203,0.834746,1.29741,2.04048,2.94176,3.67166,4.46539,3.45245,2.2682,2.21109,0.397884,1.28892,3.32848,2.34508,1.70277,0.193588,2.14029,0.672061,52.2153,100.182,106.457,141.445,207.191,222.552,253.98,213.961,159.429,0.423498,0,0.421131,0.419266,0.366085,0.378593,0.141758,0.249778,0.255352,1.2661,1.54979,5.42333,6.3764,10.4217,12.9447,15.5353,14.2361,12.5727,6.58547,9.48737,12.7502,14.6274,18.8033,21.5737,26.4701,23.8653,23.6449
"1892",17,-0.0518908887056924,35,5,0.359733,0.608323,0.578899,1.77056,2.16598,2.62641,3.11206,2.48835,1.31928,3.12236,0.762921,2.02079,1.97325,2.06211,3.86163,1.30907,3.56901,3.4462,35.4976,93.9014,66.0056,151.178,170.963,194.234,225.789,175.171,123.919,0.470855,0.158521,0.65365,0.447953,0.501981,0.592982,0.303339,0.441426,0.539766,1.77631,-1.43112,0.993511,4.11637,7.80931,10.9843,13.674,14.3138,12.399,6.60927,5.84119,6.6041,12.1862,16.1831,18.6243,22.7042,23.2371,19.9271
"4504",41,1.2345307453845,83,3,0.577043,0.84622,1.36341,2.35965,3.32049,3.58765,4.12202,2.78853,2.25095,2.99118,2.00848,1.63643,1.95483,1.28914,3.61979,0.85415,2.71283,3.55157,36.8717,68.4131,107.312,163.531,210.702,219.407,228.681,161.674,129.006,0.624401,0.574611,0.465985,0.546865,0.27595,0.586799,0.267646,0.525711,0.60033,3.96506,2.10515,3.83218,6.48878,10.4361,11.1539,14.4434,13.6218,13.3313,7.77981,6.32434,11.0562,13.2734,18.1994,18.6733,23.3563,22.5151,21.114
"4683",10,0.611026202340964,87,4,0.492361,0.780901,1.64307,2.51519,2.81823,3.45695,3.68331,2.61736,1.71893,2.67663,2.19564,1.39454,1.2045,1.79008,1.6291,1.20855,2.60576,2.78787,32.9399,62.1177,108.412,176.173,177.525,200.276,211.738,151.025,114.289,0.653226,0.577586,0.540323,0.333333,0.483871,0.491667,0.395161,0.548387,0.55,1.82489,1.93455,4.36184,6.12491,9.08248,13.2229,14.162,14.4693,12.1162,6.13699,6.24974,10.7485,14.8243,15.1738,20.0658,21.8585,21.4473,19.3309
"3755",13,1.10679882837351,70,2,0.38057,0.584719,1.17015,2.37634,2.70589,2.60583,3.7872,2.3651,2.14304,2.03719,1.43318,0.938035,1.07741,2.21499,3.24026,1.33896,2.01291,0.461611,29.8288,55.2794,110.24,176.649,184.876,164.933,235.28,143.692,157.289,0.529169,0.261398,0.362045,0.137234,0.462594,0.476241,0.259094,0.661977,0.217021,0.658676,0.748905,-0.441819,4.32311,9.47706,10.0635,13.1786,12.8472,8.56148,5.03341,6.00286,6.38363,13.9226,18.6119,17.4224,23.5705,20.8096,19.8786
"1617",22,-1.13608469499589,30,5,0.315731,0.528191,0.957747,1.93996,2.94952,2.71068,2.7475,2.59315,2.03693,1.75164,2.00486,3.17914,0.117683,1.59045,2.87749,3.00079,0.6228,1.07006,40.2091,47.4917,74.9993,145.404,203.121,171.582,169.175,163.731,136.909,0.470094,0.459052,0.52957,0.0604167,0.353831,0.6375,0.476478,0.347446,0.357639,-1.17958,2.89656,2.49797,4.10766,6.99897,10.7176,12.1248,13.0289,10.5793,2.53843,7.79138,8.23994,12.3192,16.3036,17.9255,19.5433,22.5765,20.8022
"4678",53,0.852112533376419,86,2,0.372176,0.577415,1.44822,2.36958,3.08085,3.19145,2.89742,2.37429,1.80911,2.39286,1.23963,0.802152,0.504657,0.154188,2.26689,1.96935,3.13217,1.59239,32.0795,47.9655,125.35,166.275,211.449,193.215,184.958,157.977,128.776,0.574953,0.481092,0.227704,0.135294,0.13852,0.631373,0.40797,0.57685,0.515686,2.0531,3.3505,3.9257,8.14039,9.28475,13.1099,13.2215,14.0059,12.5226,6.06601,8.36115,13.0206,19.5511,20.4842,21.4995,21.1936,22.5972,22.2442
"1561",23,-0.233576904381563,29,2,0.354753,0.508209,0.965414,1.83237,1.79163,2.46264,2.68143,2.86632,1.75592,2.69725,1.4007,2.21049,1.42371,3.86095,1.96472,1.59378,0.300911,2.98297,37.462,71.0719,66.3459,142.44,129.819,168.505,169.046,201.908,128.988,0.661641,0.454193,0.7223,0.357246,0.836255,0.400362,0.532959,0.123422,0.558333,1.71196,0.0970167,6.49663,5.5614,8.79983,10.3017,12.889,12.5536,10.6391,6.56661,4.96691,11.8179,12.0657,14.7933,17.3051,19.7231,22.33,19.675
"4302",57,-2.54540265972756,79,2,0.277911,0.450472,0.966806,2.12021,2.71189,3.59511,4.75826,2.99964,1.7126,4.31272,2.15911,4.35353,2.59962,6.03361,3.39449,2.70477,3.48751,4.04799,56.2956,98.1953,133.287,216.28,232.176,266.656,311.078,219.41,169.711,0.583278,0.385204,0.424951,0.460884,0.516129,0.509184,0.357801,0.38973,0.465646,-4.89251,-6.15902,-2.02395,1.28746,4.80795,9.12766,12.9763,10.7097,4.99889,0.330595,-0.850755,4.28933,8.08528,11.4537,16.2097,21.1283,17.288,11.6448
"4444",37,0.429279180817471,82,4,0.752407,1.19664,1.67549,2.33117,3.39213,4.41706,4.41508,3.88751,2.18712,4.10248,2.84241,2.35118,2.69358,2.25384,0.531251,2.36213,1.33286,2.50517,33.1073,59.2067,112.467,146.772,206.841,243.281,233.282,205.657,123.024,0.709677,0.785714,0.612903,0.4,0.16129,0.333333,0.354839,0.225806,0.533333,3.48365,6.74744,4.58743,7.72783,11.5029,13.4269,18.5679,17.2181,12.1451,8.28659,10.6424,10.9696,13.6234,19.2797,20.6464,26.9154,26.7562,18.7103
"4986",44,-0.240182921712675,92,1,0.275114,0.608544,1.08616,1.95246,2.38354,3.58477,3.00309,2.13143,1.56975,2.40313,7.00633,3.36009,1.3506,3.792,2.32923,2.80547,3.06772,2.67421,44.8179,60.7702,120.761,174.026,192.826,248.436,211.571,161.388,140.104,0.444878,0.75157,0.362992,0.346154,0.654732,0.526374,0.449486,0.749025,0.501832,-1.34133,2.9393,2.03476,3.7645,8.44523,13.3278,13.1543,13.8146,8.59053,3.56942,7.5359,10.5022,13.1237,15.8235,21.9717,20.8168,21.1346,16.9859
"162",48,-3.00625939966763,3,2,0.324724,0.579585,1.35417,2.55491,2.89459,4.61684,4.54206,3.1843,2.25101,1.31846,1.61052,3.42587,2.4679,2.66307,1.91856,1.6459,4.07804,2.99819,55.8635,83.6274,136.027,217.258,216.929,293.9,271.04,216.613,159.443,0.341136,0.392857,0.606337,0.335103,0.481873,0.331858,0.296032,0.63203,0.320649,-0.624088,-0.518417,2.77229,4.92773,9.84294,13.887,18.225,12.7913,13.4281,5.03405,4.3705,10.5192,14.7376,18.0439,24.516,29.4619,20.8489,23.3573
"1459",26,-1.19753034774512,27,5,0.373753,0.650755,1.09012,2.73345,1.8724,3.77381,5.34097,3.00631,1.95735,3.34213,2.31156,2.37783,1.04627,4.8159,2.8878,0.0536461,2.74985,3.11487,45.5801,78.9409,113.468,210.438,147.497,241.457,299.593,202.093,148.814,0.459203,0.482759,0.482922,0.133007,0.658444,0.423529,0.0376344,0.320683,0.497712,-1.43098,-2.52878,-0.947201,2.38472,6.18794,11.1356,13.8536,12.4338,9.20559,4.46751,4.47302,7.74746,14.0052,13.6377,20.8395,26.1937,23.2241,18.2228
"3153",36,-0.0120519212515164,58,5,0.668389,0.938234,2.03404,2.21878,3.68134,4.5051,4.84264,3.96845,2.09162,3.30603,3.75829,0.576244,3.98413,2.52773,2.32904,0.773198,0.977669,4.45306,55.7069,81.3113,156.929,163.436,241.523,270.621,273.602,222.66,138.361,0.657598,0.638124,0.170229,0.601606,0.586475,0.272691,0.238632,0.211038,0.700803,3.81516,3.84383,6.51204,5.88047,11.0581,14.1016,17.5655,17.1394,12.3144,8.31707,10.6483,15.234,13.6443,20.8145,23.344,27.2342,26.8073,20.3872
"3638",10,0.795488504915349,68,2,0.293927,0.592083,1.49818,1.94326,2.26831,3.31038,3.45374,2.28184,1.4364,4.40336,2.32278,1.34863,1.85129,4.48478,1.58696,1.69815,4.51151,5.22531,39.5298,69.8172,132.287,160.931,177.868,234.372,234.148,167.78,125.134,0.629183,0.582017,0.361773,0.43676,0.537534,0.414642,0.446488,0.543262,0.622118,-0.593933,1.03046,2.64985,5.16767,7.38041,11.6483,12.7421,12.6936,10.4624,4.43053,6.90321,9.93654,14.3786,14.8585,19.5747,21.8845,20.4802,18.0298
"3206",13,0.554569640805961,60,3,0.510703,0.80862,1.39562,2.44571,2.53547,2.79131,4.5368,3.10501,2.60742,2.77261,1.19542,1.19396,1.33978,3.6444,1.94061,0.917559,1.7508,1.28797,44.5676,78.413,126.683,179.121,170.374,175.451,268.351,185.218,175.254,0.621726,0.226801,0.347395,0.309402,0.651503,0.552707,0.231321,0.501516,0.301709,2.31331,1.57696,0.864521,6.51983,10.2568,11.6436,15.23,13.7891,10.7986,7.51241,7.59543,8.34527,15.9344,18.0977,18.4852,25.5727,22.072,21.5246
"3284",42,0.0760887481968116,61,1,0.575514,0.898574,1.57229,2.01361,2.92715,4.24592,3.34201,2.91058,2.20445,1.12188,3.39146,2.20643,3.46898,3.58745,0.625525,3.49361,1.39717,3.14225,57.439,73.6761,132.634,152.29,187.959,261.524,206,176.511,138.94,0.378268,0.568421,0.386757,0.703158,0.678778,0.23193,0.510357,0.471647,0.473333,3.05782,4.76976,4.27746,5.50426,10.298,12.2355,12.8051,13.7009,11.8682,7.20775,9.77467,10.2209,11.8097,15.3199,18.8431,19.0555,21.206,19.2471
"4557",37,0.65840900961515,84,3,0.441161,0.78643,1.61518,2.47132,3.33433,3.97556,4.57958,3.44161,1.86644,3.41908,4.93955,2.2512,2.25735,2.5969,2.0191,1.54761,1.54219,5.21437,57.3347,83.805,143.099,194.378,222.216,268.051,268.255,216.892,139.138,0.495091,0.659938,0.439341,0.314855,0.424614,0.257246,0.194951,0.371318,0.544203,1.04893,3.62131,2.42801,5.58916,9.98298,12.555,17.0355,15.3432,10.0472,7.05128,11.0223,10.8034,15.059,19.6616,21.7393,27.2906,25.371,18.7027
"2417",50,0.397215957202331,44,5,0.497898,0.883481,1.12511,2.00739,1.91319,3.20916,3.98402,3.26389,2.00243,4.00423,0.702842,6.40411,4.08439,5.29193,3.95939,2.27858,2.11248,1.50987,69.0781,119.109,117.986,184.65,162.511,229.603,267.916,226.719,175.09,0.4447,0.261084,0.687097,0.61381,0.665438,0.669048,0.451152,0.45576,0.444286,1.09143,1.45529,0.928348,3.07253,7.6804,10.5974,11.9133,12.1364,8.68981,8.08516,10.674,7.61984,11.6454,14.7297,17.4096,20.3503,20.4916,17.4552
